threshold,feat_a,label_a,feat_b,label_b,n,n_pos,rate,lift,wilson_lo,wilson_hi,wilson_lo_lift
0.1,f_book_imbalance_10,<0.613,f_btc_dom_pct,<56.94,181,4,0.0221,0.37,0.0086,0.0554,0.14
0.1,f_book_imbalance_10,>=2.024,f_cvd_60s,[-6420,-329.8),209,15,0.0718,1.2,0.044,0.115,0.74
0.1,f_book_imbalance_10,>=2.024,f_cvd_60s,[-329.8,1203),196,18,0.0918,1.54,0.0589,0.1405,0.99
0.1,f_book_imbalance_10,>=2.024,f_cvd_60s,>=1203,275,13,0.0473,0.79,0.0278,0.0792,0.47
0.1,f_book_imbalance_10,<0.613,f_fear_greed,[12,21),318,10,0.0314,0.53,0.0172,0.0569,0.29
0.1,f_book_imbalance_10,<0.613,f_fear_greed,[21,23),211,7,0.0332,0.56,0.0162,0.0669,0.27
0.1,f_book_imbalance_10,<0.613,f_fear_greed,>=23,337,36,0.1068,1.79,0.0782,0.1443,1.31
0.1,f_book_imbalance_10,[0.613,0.882),f_fear_greed,[12,21),674,24,0.0356,0.6,0.024,0.0524,0.4
0.1,f_book_imbalance_10,[0.613,0.882),f_fear_greed,[21,23),64,2,0.0312,0.52,0.0086,0.107,0.14
0.1,f_book_imbalance_10,[0.613,0.882),f_fear_greed,>=23,135,12,0.0889,1.49,0.0516,0.1489,0.86
0.1,f_book_imbalance_10,[0.882,2.024),f_fear_greed,[12,21),307,7,0.0228,0.38,0.0111,0.0463,0.19
0.1,f_book_imbalance_10,[0.882,2.024),f_fear_greed,[21,23),180,13,0.0722,1.21,0.0427,0.1196,0.72
0.1,f_book_imbalance_10,[0.882,2.024),f_fear_greed,>=23,383,50,0.1305,2.19,0.1004,0.168,1.68
0.1,f_book_imbalance_10,>=2.024,f_fear_greed,[12,21),306,5,0.0163,0.27,0.007,0.0377,0.12
0.1,f_book_imbalance_10,>=2.024,f_fear_greed,[21,23),186,11,0.0591,0.99,0.0333,0.1028,0.56
0.1,f_book_imbalance_10,>=2.024,f_fear_greed,>=23,378,43,0.1138,1.91,0.0856,0.1497,1.43
0.1,f_book_imbalance_10,<0.613,f_rank_60s,[1,2),395,37,0.0937,1.57,0.0687,0.1264,1.15
0.1,f_book_imbalance_10,<0.613,f_rank_60s,>=2,212,8,0.0377,0.63,0.0192,0.0727,0.32
0.1,f_book_imbalance_10,[0.613,0.882),f_rank_60s,[1,2),479,27,0.0564,0.94,0.039,0.0808,0.65
0.1,f_book_imbalance_10,[0.613,0.882),f_rank_60s,>=2,231,5,0.0216,0.36,0.0093,0.0497,0.16
0.1,f_book_imbalance_10,[0.882,2.024),f_rank_60s,[1,2),403,38,0.0943,1.58,0.0695,0.1268,1.16
0.1,f_book_imbalance_10,[0.882,2.024),f_rank_60s,>=2,247,19,0.0769,1.29,0.0498,0.117,0.83
0.1,f_book_imbalance_10,>=2.024,f_rank_60s,[1,2),343,31,0.0904,1.51,0.0644,0.1254,1.08
0.1,f_book_imbalance_10,>=2.024,f_rank_60s,>=2,316,20,0.0633,1.06,0.0413,0.0957,0.69
0.1,f_book_imbalance_10,<0.613,f_ret_24h,<0.1238,168,8,0.0476,0.8,0.0243,0.0911,0.41
0.1,f_book_imbalance_10,<0.613,f_ret_24h,[0.1238,0.3283),223,18,0.0807,1.35,0.0517,0.124,0.87
0.1,f_book_imbalance_10,<0.613,f_ret_24h,[0.3283,0.712),188,12,0.0638,1.07,0.0369,0.1082,0.62
0.1,f_book_imbalance_10,<0.613,f_ret_24h,>=0.712,287,15,0.0523,0.88,0.0319,0.0844,0.53
0.1,f_book_imbalance_10,[0.613,0.882),f_ret_24h,<0.1238,106,6,0.0566,0.95,0.0262,0.118,0.44
0.1,f_book_imbalance_10,[0.613,0.882),f_ret_24h,[0.1238,0.3283),251,9,0.0359,0.6,0.019,0.0667,0.32
0.1,f_book_imbalance_10,[0.613,0.882),f_ret_24h,[0.3283,0.712),290,7,0.0241,0.4,0.0117,0.049,0.2
0.1,f_book_imbalance_10,[0.613,0.882),f_ret_24h,>=0.712,226,16,0.0708,1.19,0.044,0.1119,0.74
0.1,f_book_imbalance_10,[0.882,2.024),f_ret_24h,<0.1238,264,14,0.053,0.89,0.0318,0.087,0.53
0.1,f_book_imbalance_10,[0.882,2.024),f_ret_24h,[0.1238,0.3283),194,17,0.0876,1.47,0.0554,0.1358,0.93
0.1,f_book_imbalance_10,[0.882,2.024),f_ret_24h,[0.3283,0.712),230,23,0.1,1.68,0.0676,0.1456,1.13
0.1,f_book_imbalance_10,[0.882,2.024),f_ret_24h,>=0.712,182,16,0.0879,1.47,0.0548,0.138,0.92
0.1,f_book_imbalance_10,>=2.024,f_ret_24h,<0.1238,195,10,0.0513,0.86,0.0281,0.0918,0.47
0.1,f_book_imbalance_10,>=2.024,f_ret_24h,[0.1238,0.3283),201,19,0.0945,1.58,0.0614,0.1429,1.03
0.1,f_book_imbalance_10,>=2.024,f_ret_24h,[0.3283,0.712),236,16,0.0678,1.14,0.0422,0.1073,0.71
0.1,f_book_imbalance_10,>=2.024,f_ret_24h,>=0.712,238,14,0.0588,0.99,0.0354,0.0963,0.59
0.1,f_book_imbalance_10,<0.613,f_signals_1h,<3,186,19,0.1022,1.71,0.0664,0.154,1.11
0.1,f_book_imbalance_10,<0.613,f_signals_1h,[3,5),198,12,0.0606,1.02,0.035,0.1029,0.59
0.1,f_book_imbalance_10,<0.613,f_signals_1h,[5,9),249,4,0.0161,0.27,0.0063,0.0406,0.1
0.1,f_book_imbalance_10,<0.613,f_signals_1h,>=9,233,18,0.0773,1.29,0.0494,0.1188,0.83
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_1h,<3,76,2,0.0263,0.44,0.0072,0.091,0.12
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_1h,[3,5),101,10,0.099,1.66,0.0547,0.1727,0.92
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_1h,[5,9),233,12,0.0515,0.86,0.0297,0.0879,0.5
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_1h,>=9,463,14,0.0302,0.51,0.0181,0.0501,0.3
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_1h,<3,204,20,0.098,1.64,0.0644,0.1466,1.08
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_1h,[3,5),200,12,0.06,1.01,0.0347,0.1019,0.58
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_1h,[5,9),276,21,0.0761,1.27,0.0503,0.1135,0.84
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_1h,>=9,190,17,0.0895,1.5,0.0566,0.1386,0.95
0.1,f_book_imbalance_10,>=2.024,f_signals_1h,<3,229,23,0.1004,1.68,0.0679,0.1462,1.14
0.1,f_book_imbalance_10,>=2.024,f_signals_1h,[3,5),185,12,0.0649,1.09,0.0375,0.1099,0.63
0.1,f_book_imbalance_10,>=2.024,f_signals_1h,[5,9),247,13,0.0526,0.88,0.031,0.088,0.52
0.1,f_book_imbalance_10,>=2.024,f_signals_1h,>=9,209,11,0.0526,0.88,0.0296,0.0918,0.5
0.1,f_book_imbalance_10,<0.613,f_signals_24h,<4,159,14,0.0881,1.48,0.0532,0.1424,0.89
0.1,f_book_imbalance_10,<0.613,f_signals_24h,[4,15),275,17,0.0618,1.04,0.039,0.0968,0.65
0.1,f_book_imbalance_10,<0.613,f_signals_24h,[15,47),265,12,0.0453,0.76,0.0261,0.0775,0.44
0.1,f_book_imbalance_10,<0.613,f_signals_24h,>=47,167,10,0.0599,1.0,0.0328,0.1067,0.55
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_24h,<4,72,2,0.0278,0.47,0.0077,0.0957,0.13
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_24h,[4,15),175,14,0.08,1.34,0.0482,0.1298,0.81
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_24h,[15,47),235,7,0.0298,0.5,0.0145,0.0602,0.24
0.1,f_book_imbalance_10,[0.613,0.882),f_signals_24h,>=47,391,15,0.0384,0.64,0.0234,0.0623,0.39
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_24h,<4,214,19,0.0888,1.49,0.0576,0.1345,0.96
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_24h,[4,15),272,33,0.1213,2.03,0.0877,0.1655,1.47
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_24h,[15,47),167,7,0.0419,0.7,0.0204,0.084,0.34
0.1,f_book_imbalance_10,[0.882,2.024),f_signals_24h,>=47,217,11,0.0507,0.85,0.0285,0.0885,0.48
0.1,f_book_imbalance_10,>=2.024,f_signals_24h,<4,182,14,0.0769,1.29,0.0464,0.125,0.78
0.1,f_book_imbalance_10,>=2.024,f_signals_24h,[4,15),222,16,0.0721,1.21,0.0448,0.1139,0.75
0.1,f_book_imbalance_10,>=2.024,f_signals_24h,[15,47),278,24,0.0863,1.45,0.0587,0.1252,0.98
0.1,f_book_imbalance_10,>=2.024,f_signals_24h,>=47,188,5,0.0266,0.45,0.0114,0.0607,0.19
0.1,f_book_imbalance_10,<0.613,f_spread_bps,<6.1,255,20,0.0784,1.31,0.0513,0.118,0.86
0.1,f_book_imbalance_10,<0.613,f_spread_bps,[6.1,12),218,14,0.0642,1.08,0.0386,0.1049,0.65
0.1,f_book_imbalance_10,<0.613,f_spread_bps,[12,19.7),212,5,0.0236,0.4,0.0101,0.054,0.17
0.1,f_book_imbalance_10,<0.613,f_spread_bps,>=19.7,181,14,0.0773,1.3,0.0466,0.1256,0.78
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps,<6.1,203,22,0.1084,1.82,0.0727,0.1586,1.22
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps,[6.1,12),187,10,0.0535,0.9,0.0293,0.0956,0.49
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps,[12,19.7),245,3,0.0122,0.21,0.0042,0.0354,0.07
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps,>=19.7,238,3,0.0126,0.21,0.0043,0.0364,0.07
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps,<6.1,189,19,0.1005,1.68,0.0653,0.1517,1.09
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps,[6.1,12),259,29,0.112,1.88,0.0791,0.1562,1.33
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps,[12,19.7),204,14,0.0686,1.15,0.0413,0.1119,0.69
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps,>=19.7,218,8,0.0367,0.61,0.0187,0.0707,0.31
0.1,f_book_imbalance_10,>=2.024,f_spread_bps,<6.1,244,18,0.0738,1.24,0.0472,0.1136,0.79
0.1,f_book_imbalance_10,>=2.024,f_spread_bps,[6.1,12),252,21,0.0833,1.4,0.0551,0.124,0.92
0.1,f_book_imbalance_10,>=2.024,f_spread_bps,[12,19.7),154,12,0.0779,1.31,0.0451,0.1313,0.76
0.1,f_book_imbalance_10,>=2.024,f_spread_bps,>=19.7,220,8,0.0364,0.61,0.0185,0.0701,0.31
0.1,f_book_imbalance_10,<0.613,f_spread_bps_at_entry,<8.05,251,13,0.0518,0.87,0.0305,0.0866,0.51
0.1,f_book_imbalance_10,<0.613,f_spread_bps_at_entry,[8.05,15.3),206,15,0.0728,1.22,0.0446,0.1167,0.75
0.1,f_book_imbalance_10,<0.613,f_spread_bps_at_entry,[15.3,22.22),205,17,0.0829,1.39,0.0524,0.1288,0.88
0.1,f_book_imbalance_10,<0.613,f_spread_bps_at_entry,>=22.22,204,8,0.0392,0.66,0.02,0.0755,0.34
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps_at_entry,<8.05,208,21,0.101,1.69,0.067,0.1494,1.12
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps_at_entry,[8.05,15.3),234,3,0.0128,0.21,0.0044,0.037,0.07
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps_at_entry,[15.3,22.22),221,8,0.0362,0.61,0.0185,0.0698,0.31
0.1,f_book_imbalance_10,[0.613,0.882),f_spread_bps_at_entry,>=22.22,210,6,0.0286,0.48,0.0132,0.0609,0.22
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps_at_entry,<8.05,192,12,0.0625,1.05,0.0361,0.1061,0.6
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps_at_entry,[8.05,15.3),252,32,0.127,2.13,0.0914,0.1738,1.53
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps_at_entry,[15.3,22.22),212,13,0.0613,1.03,0.0362,0.1021,0.61
0.1,f_book_imbalance_10,[0.882,2.024),f_spread_bps_at_entry,>=22.22,214,13,0.0607,1.02,0.0358,0.1011,0.6
0.1,f_book_imbalance_10,>=2.024,f_spread_bps_at_entry,<8.05,265,13,0.0491,0.82,0.0289,0.0821,0.48
0.1,f_book_imbalance_10,>=2.024,f_spread_bps_at_entry,[8.05,15.3),198,21,0.1061,1.78,0.0704,0.1567,1.18
0.1,f_book_imbalance_10,>=2.024,f_spread_bps_at_entry,[15.3,22.22),219,18,0.0822,1.38,0.0526,0.1262,0.88
0.1,f_book_imbalance_10,>=2.024,f_spread_bps_at_entry,>=22.22,188,7,0.0372,0.62,0.0182,0.0749,0.3
0.1,f_book_imbalance_10,<0.613,f_utc_hour,<4,245,10,0.0408,0.68,0.0223,0.0735,0.37
0.1,f_book_imbalance_10,<0.613,f_utc_hour,[4,10),189,11,0.0582,0.97,0.0328,0.1012,0.55
0.1,f_book_imbalance_10,<0.613,f_utc_hour,[10,16),182,10,0.0549,0.92,0.0301,0.0982,0.5
0.1,f_book_imbalance_10,<0.613,f_utc_hour,>=16,250,22,0.088,1.47,0.0588,0.1296,0.99
0.1,f_book_imbalance_10,[0.613,0.882),f_utc_hour,<4,178,11,0.0618,1.04,0.0349,0.1073,0.58
0.1,f_book_imbalance_10,[0.613,0.882),f_utc_hour,[4,10),307,8,0.0261,0.44,0.0133,0.0506,0.22
0.1,f_book_imbalance_10,[0.613,0.882),f_utc_hour,[10,16),194,8,0.0412,0.69,0.021,0.0792,0.35
0.1,f_book_imbalance_10,[0.613,0.882),f_utc_hour,>=16,194,11,0.0567,0.95,0.032,0.0987,0.54
0.1,f_book_imbalance_10,[0.882,2.024),f_utc_hour,<4,182,17,0.0934,1.56,0.0591,0.1445,0.99
0.1,f_book_imbalance_10,[0.882,2.024),f_utc_hour,[4,10),222,14,0.0631,1.06,0.0379,0.1031,0.64
0.1,f_book_imbalance_10,[0.882,2.024),f_utc_hour,[10,16),186,14,0.0753,1.26,0.0454,0.1224,0.76
0.1,f_book_imbalance_10,[0.882,2.024),f_utc_hour,>=16,280,25,0.0893,1.5,0.0612,0.1285,1.03
0.1,f_book_imbalance_10,>=2.024,f_utc_hour,<4,162,9,0.0556,0.93,0.0295,0.1022,0.49
0.1,f_book_imbalance_10,>=2.024,f_utc_hour,[4,10),212,22,0.1038,1.74,0.0695,0.1521,1.16
0.1,f_book_imbalance_10,>=2.024,f_utc_hour,[10,16),262,13,0.0496,0.83,0.0292,0.083,0.49
0.1,f_book_imbalance_10,>=2.024,f_utc_hour,>=16,234,15,0.0641,1.07,0.0392,0.1031,0.66
0.1,f_btc_dom_pct,<56.94,f_btc_ret_1h,f_btc_ret_1h=F,951,21,0.0221,0.37,0.0145,0.0335,0.24
0.1,f_btc_dom_pct,[56.94,57.23),f_btc_ret_1h,f_btc_ret_1h=F,974,63,0.0647,1.08,0.0509,0.0819,0.85
0.1,f_btc_dom_pct,[57.23,57.33),f_btc_ret_1h,f_btc_ret_1h=F,952,58,0.0609,1.02,0.0474,0.078,0.79
0.1,f_btc_dom_pct,>=57.33,f_btc_ret_1h,f_btc_ret_1h=F,1005,96,0.0955,1.6,0.0789,0.1153,1.32
0.1,f_btc_dom_pct,<56.94,f_cvd_30s,<-4385,296,4,0.0135,0.23,0.0053,0.0342,0.09
0.1,f_btc_dom_pct,<56.94,f_cvd_30s,[-4385,-85.94),254,4,0.0157,0.26,0.0061,0.0398,0.1
0.1,f_btc_dom_pct,<56.94,f_cvd_30s,[-85.94,772.5),222,11,0.0495,0.83,0.0279,0.0865,0.47
0.1,f_btc_dom_pct,<56.94,f_cvd_30s,>=772.5,176,2,0.0114,0.19,0.0031,0.0405,0.05
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_30s,<-4385,218,22,0.1009,1.69,0.0676,0.1481,1.13
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_30s,[-4385,-85.94),235,16,0.0681,1.14,0.0423,0.1077,0.71
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_30s,[-85.94,772.5),255,4,0.0157,0.26,0.0061,0.0396,0.1
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_30s,>=772.5,266,21,0.0789,1.32,0.0522,0.1177,0.87
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_30s,<-4385,223,11,0.0493,0.83,0.0278,0.0862,0.47
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_30s,[-4385,-85.94),160,6,0.0375,0.63,0.0173,0.0794,0.29
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_30s,[-85.94,772.5),292,18,0.0616,1.03,0.0393,0.0953,0.66
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_30s,>=772.5,277,23,0.083,1.39,0.056,0.1215,0.94
0.1,f_btc_dom_pct,>=57.33,f_cvd_30s,<-4385,228,35,0.1535,2.57,0.1125,0.206,1.88
0.1,f_btc_dom_pct,>=57.33,f_cvd_30s,[-4385,-85.94),323,30,0.0929,1.56,0.0658,0.1295,1.1
0.1,f_btc_dom_pct,>=57.33,f_cvd_30s,[-85.94,772.5),200,19,0.095,1.59,0.0617,0.1436,1.03
0.1,f_btc_dom_pct,>=57.33,f_cvd_30s,>=772.5,254,12,0.0472,0.79,0.0272,0.0808,0.46
0.1,f_btc_dom_pct,<56.94,f_cvd_60s,<-6420,278,4,0.0144,0.24,0.0056,0.0364,0.09
0.1,f_btc_dom_pct,<56.94,f_cvd_60s,[-6420,-329.8),248,4,0.0161,0.27,0.0063,0.0407,0.11
0.1,f_btc_dom_pct,<56.94,f_cvd_60s,[-329.8,1203),218,11,0.0505,0.85,0.0284,0.0881,0.48
0.1,f_btc_dom_pct,<56.94,f_cvd_60s,>=1203,204,2,0.0098,0.16,0.0027,0.035,0.05
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_60s,<-6420,216,20,0.0926,1.55,0.0607,0.1387,1.02
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_60s,[-6420,-329.8),226,19,0.0841,1.41,0.0545,0.1276,0.91
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_60s,[-329.8,1203),257,9,0.035,0.59,0.0185,0.0652,0.31
0.1,f_btc_dom_pct,[56.94,57.23),f_cvd_60s,>=1203,275,15,0.0545,0.91,0.0333,0.088,0.56
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_60s,<-6420,205,14,0.0683,1.14,0.0411,0.1114,0.69
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_60s,[-6420,-329.8),177,7,0.0395,0.66,0.0193,0.0794,0.32
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_60s,[-329.8,1203),298,14,0.047,0.79,0.0282,0.0773,0.47
0.1,f_btc_dom_pct,[57.23,57.33),f_cvd_60s,>=1203,272,23,0.0846,1.42,0.057,0.1237,0.95
0.1,f_btc_dom_pct,>=57.33,f_cvd_60s,<-6420,267,33,0.1236,2.07,0.0894,0.1685,1.5
0.1,f_btc_dom_pct,>=57.33,f_cvd_60s,[-6420,-329.8),320,38,0.1187,1.99,0.0878,0.1588,1.47
0.1,f_btc_dom_pct,>=57.33,f_cvd_60s,[-329.8,1203),197,15,0.0761,1.28,0.0467,0.1218,0.78
0.1,f_btc_dom_pct,>=57.33,f_cvd_60s,>=1203,221,10,0.0452,0.76,0.0248,0.0813,0.41
0.1,f_btc_dom_pct,<56.94,f_fear_greed,[12,21),950,21,0.0221,0.37,0.0145,0.0336,0.24
0.1,f_btc_dom_pct,[56.94,57.23),f_fear_greed,[12,21),442,16,0.0362,0.61,0.0224,0.058,0.38
0.1,f_btc_dom_pct,[56.94,57.23),f_fear_greed,[21,23),266,16,0.0602,1.01,0.0374,0.0955,0.63
0.1,f_btc_dom_pct,[56.94,57.23),f_fear_greed,>=23,266,31,0.1165,1.95,0.0833,0.1607,1.4
0.1,f_btc_dom_pct,[57.23,57.33),f_fear_greed,[12,21),328,8,0.0244,0.41,0.0124,0.0474,0.21
0.1,f_btc_dom_pct,[57.23,57.33),f_fear_greed,[21,23),265,3,0.0113,0.19,0.0039,0.0328,0.06
0.1,f_btc_dom_pct,[57.23,57.33),f_fear_greed,>=23,359,47,0.1309,2.19,0.0999,0.1698,1.67
0.1,f_btc_dom_pct,>=57.33,f_fear_greed,[12,21),35,1,0.0286,0.48,0.0051,0.1453,0.08
0.1,f_btc_dom_pct,>=57.33,f_fear_greed,[21,23),254,17,0.0669,1.12,0.0422,0.1046,0.71
0.1,f_btc_dom_pct,>=57.33,f_fear_greed,>=23,716,78,0.1089,1.82,0.0882,0.1339,1.48
