threshold,feat_a,label_a,feat_b,label_b,n,n_pos,rate,lift,wilson_lo,wilson_hi,wilson_lo_lift
0.1,f_ask_depth_trend,<0.8085,f_ask_depth_usd,<2330,59,3,0.0508,0.46,0.0174,0.1392,0.16
0.1,f_ask_depth_trend,[0.8085,1),f_bn_oi_delta_60s,f_bn_oi_delta_60s=F,87,12,0.1379,1.25,0.0807,0.2258,0.73
0.1,f_ask_depth_trend,[1,1.106),f_bn_oi_delta_60s,f_bn_oi_delta_60s=F,75,8,0.1067,0.97,0.055,0.1966,0.5
0.1,f_ask_depth_trend,>=1.106,f_bn_oi_delta_60s,f_bn_oi_delta_60s=F,83,9,0.1084,0.98,0.0581,0.1934,0.53
0.1,f_ask_depth_trend,<0.8085,f_book_imbalance_10,[1.339,2.356),40,4,0.1,0.91,0.0396,0.2305,0.36
0.1,f_ask_depth_trend,<0.8085,f_book_imbalance_10,>=2.356,60,4,0.0667,0.6,0.0262,0.1593,0.24
0.1,f_ask_depth_trend,[0.8085,1),f_book_imbalance_10,<0.7225,35,7,0.2,1.81,0.1004,0.3589,0.91
0.1,f_ask_depth_trend,[0.8085,1),f_book_imbalance_10,[0.7225,1.339),40,3,0.075,0.68,0.0258,0.1986,0.23
0.1,f_ask_depth_trend,[0.8085,1),f_book_imbalance_10,[1.339,2.356),31,4,0.129,1.17,0.0513,0.2885,0.47
0.1,f_ask_depth_trend,[1,1.106),f_book_imbalance_10,<0.7225,41,4,0.0976,0.88,0.0386,0.2255,0.35
0.1,f_ask_depth_trend,[1,1.106),f_book_imbalance_10,[0.7225,1.339),35,6,0.1714,1.55,0.081,0.3268,0.73
0.1,f_ask_depth_trend,>=1.106,f_book_imbalance_10,<0.7225,38,3,0.0789,0.72,0.0272,0.208,0.25
0.1,f_ask_depth_trend,>=1.106,f_book_imbalance_10,[0.7225,1.339),37,4,0.1081,0.98,0.0429,0.2471,0.39
0.1,f_ask_depth_trend,>=1.106,f_book_imbalance_10,>=2.356,30,4,0.1333,1.21,0.0531,0.2968,0.48
0.1,f_ask_depth_trend,<0.8085,f_btc_dom_pct,<58.08,31,3,0.0968,0.88,0.0335,0.249,0.3
0.1,f_ask_depth_trend,<0.8085,f_btc_dom_pct,[58.11,58.16),40,3,0.075,0.68,0.0258,0.1986,0.23
0.1,f_ask_depth_trend,<0.8085,f_btc_dom_pct,>=58.16,40,3,0.075,0.68,0.0258,0.1986,0.23
0.1,f_ask_depth_trend,[0.8085,1),f_btc_dom_pct,[58.08,58.11),34,6,0.1765,1.6,0.0835,0.3351,0.76
0.1,f_ask_depth_trend,[0.8085,1),f_btc_dom_pct,[58.11,58.16),31,3,0.0968,0.88,0.0335,0.249,0.3
0.1,f_ask_depth_trend,[0.8085,1),f_btc_dom_pct,>=58.16,37,5,0.1351,1.23,0.0591,0.2798,0.54
0.1,f_ask_depth_trend,[1,1.106),f_btc_dom_pct,<58.08,38,6,0.1579,1.43,0.0744,0.3042,0.67
0.1,f_ask_depth_trend,[1,1.106),f_btc_dom_pct,[58.11,58.16),39,4,0.1026,0.93,0.0406,0.2358,0.37
0.1,f_ask_depth_trend,[1,1.106),f_btc_dom_pct,>=58.16,37,4,0.1081,0.98,0.0429,0.2471,0.39
0.1,f_ask_depth_trend,>=1.106,f_btc_dom_pct,[58.11,58.16),49,2,0.0408,0.37,0.0113,0.1371,0.1
0.1,f_ask_depth_trend,>=1.106,f_btc_dom_pct,>=58.16,35,1,0.0286,0.26,0.0051,0.1453,0.05
0.1,f_ask_depth_trend,<0.8085,f_btc_rel_ret_5m,<0.007655,37,2,0.0541,0.49,0.015,0.177,0.14
0.1,f_ask_depth_trend,<0.8085,f_btc_rel_ret_5m,[0.007655,0.01581),30,2,0.0667,0.6,0.0185,0.2132,0.17
0.1,f_ask_depth_trend,<0.8085,f_btc_rel_ret_5m,[0.01581,0.03209),35,0,0.0,0.0,0.0,0.0989,0.0
0.1,f_ask_depth_trend,<0.8085,f_btc_rel_ret_5m,>=0.03209,32,7,0.2188,1.98,0.1102,0.3876,1.0
0.1,f_ask_depth_trend,[0.8085,1),f_btc_rel_ret_5m,<0.007655,31,6,0.1935,1.76,0.0919,0.3628,0.83
0.1,f_ask_depth_trend,[0.8085,1),f_btc_rel_ret_5m,[0.007655,0.01581),39,2,0.0513,0.47,0.0142,0.1689,0.13
0.1,f_ask_depth_trend,[0.8085,1),f_btc_rel_ret_5m,[0.01581,0.03209),34,2,0.0588,0.53,0.0163,0.1909,0.15
0.1,f_ask_depth_trend,[1,1.106),f_btc_rel_ret_5m,[0.007655,0.01581),30,3,0.1,0.91,0.0346,0.2562,0.31
0.1,f_ask_depth_trend,[1,1.106),f_btc_rel_ret_5m,[0.01581,0.03209),36,2,0.0556,0.5,0.0154,0.1814,0.14
0.1,f_ask_depth_trend,[1,1.106),f_btc_rel_ret_5m,>=0.03209,40,9,0.225,2.04,0.1232,0.375,1.12
0.1,f_ask_depth_trend,>=1.106,f_btc_rel_ret_5m,<0.007655,37,6,0.1622,1.47,0.0765,0.3114,0.69
0.1,f_ask_depth_trend,>=1.106,f_btc_rel_ret_5m,[0.007655,0.01581),34,2,0.0588,0.53,0.0163,0.1909,0.15
0.1,f_ask_depth_trend,>=1.106,f_btc_rel_ret_5m,>=0.03209,35,3,0.0857,0.78,0.0296,0.2238,0.27
0.1,f_ask_depth_trend,<0.8085,f_btc_ret_1h,f_btc_ret_1h=F,134,11,0.0821,0.74,0.0465,0.141,0.42
0.1,f_ask_depth_trend,[0.8085,1),f_btc_ret_1h,f_btc_ret_1h=F,131,17,0.1298,1.18,0.0826,0.198,0.75
0.1,f_ask_depth_trend,[1,1.106),f_btc_ret_1h,f_btc_ret_1h=F,135,18,0.1333,1.21,0.086,0.2009,0.78
0.1,f_ask_depth_trend,>=1.106,f_btc_ret_1h,f_btc_ret_1h=F,135,13,0.0963,0.87,0.0571,0.1578,0.52
0.1,f_ask_depth_trend,<0.8085,f_candle_close_str_1m,<0.7415,32,1,0.0312,0.28,0.0055,0.1574,0.05
0.1,f_ask_depth_trend,<0.8085,f_candle_close_str_1m,[0.7415,0.916),31,2,0.0645,0.59,0.0179,0.2072,0.16
0.1,f_ask_depth_trend,<0.8085,f_candle_close_str_1m,>=1,51,5,0.098,0.89,0.0426,0.2098,0.39
0.1,f_ask_depth_trend,[0.8085,1),f_candle_close_str_1m,<0.7415,37,2,0.0541,0.49,0.015,0.177,0.14
0.1,f_ask_depth_trend,[0.8085,1),f_candle_close_str_1m,[0.7415,0.916),34,6,0.1765,1.6,0.0835,0.3351,0.76
0.1,f_ask_depth_trend,[0.8085,1),f_candle_close_str_1m,>=1,38,5,0.1316,1.19,0.0575,0.2733,0.52
0.1,f_ask_depth_trend,[1,1.106),f_candle_close_str_1m,[0.7415,0.916),37,5,0.1351,1.23,0.0591,0.2798,0.54
0.1,f_ask_depth_trend,[1,1.106),f_candle_close_str_1m,>=1,42,5,0.119,1.08,0.0519,0.25,0.47
0.1,f_ask_depth_trend,>=1.106,f_candle_close_str_1m,<0.7415,36,4,0.1111,1.01,0.0441,0.2532,0.4
0.1,f_ask_depth_trend,>=1.106,f_candle_close_str_1m,[0.7415,0.916),31,3,0.0968,0.88,0.0335,0.249,0.3
0.1,f_ask_depth_trend,>=1.106,f_candle_close_str_1m,>=1,47,2,0.0426,0.39,0.0117,0.1425,0.11
0.1,f_ask_depth_trend,<0.8085,f_cg_trending,f_cg_trending=F,49,3,0.0612,0.56,0.021,0.1652,0.19
0.1,f_ask_depth_trend,<0.8085,f_cg_trending,f_cg_trending=T,85,8,0.0941,0.85,0.0485,0.1749,0.44
0.1,f_ask_depth_trend,[0.8085,1),f_cg_trending,f_cg_trending=F,50,7,0.14,1.27,0.0695,0.2619,0.63
0.1,f_ask_depth_trend,[0.8085,1),f_cg_trending,f_cg_trending=T,81,10,0.1235,1.12,0.0685,0.2126,0.62
0.1,f_ask_depth_trend,[1,1.106),f_cg_trending,f_cg_trending=F,62,12,0.1935,1.76,0.1143,0.3085,1.04
0.1,f_ask_depth_trend,[1,1.106),f_cg_trending,f_cg_trending=T,73,6,0.0822,0.75,0.0382,0.1679,0.35
0.1,f_ask_depth_trend,>=1.106,f_cg_trending,f_cg_trending=F,52,5,0.0962,0.87,0.0418,0.2061,0.38
0.1,f_ask_depth_trend,>=1.106,f_cg_trending,f_cg_trending=T,83,8,0.0964,0.87,0.0497,0.1788,0.45
0.1,f_ask_depth_trend,<0.8085,f_cvd_30s,<-4990,34,6,0.1765,1.6,0.0835,0.3351,0.76
0.1,f_ask_depth_trend,<0.8085,f_cvd_30s,[-4990,-1218),40,5,0.125,1.13,0.0546,0.2611,0.5
0.1,f_ask_depth_trend,<0.8085,f_cvd_30s,>=296.4,31,0,0.0,0.0,-0.0,0.1103,-0.0
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_30s,<-4990,38,8,0.2105,1.91,0.1107,0.3635,1.0
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_30s,[-4990,-1218),32,3,0.0938,0.85,0.0324,0.2422,0.29
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_30s,[-1218,296.4),34,4,0.1176,1.07,0.0467,0.2662,0.42
0.1,f_ask_depth_trend,[1,1.106),f_cvd_30s,[-1218,296.4),38,3,0.0789,0.72,0.0272,0.208,0.25
0.1,f_ask_depth_trend,[1,1.106),f_cvd_30s,>=296.4,40,5,0.125,1.13,0.0546,0.2611,0.5
0.1,f_ask_depth_trend,>=1.106,f_cvd_30s,<-4990,33,4,0.1212,1.1,0.0482,0.2733,0.44
0.1,f_ask_depth_trend,>=1.106,f_cvd_30s,[-4990,-1218),33,5,0.1515,1.37,0.0665,0.3092,0.6
0.1,f_ask_depth_trend,>=1.106,f_cvd_30s,[-1218,296.4),33,2,0.0606,0.55,0.0168,0.1961,0.15
0.1,f_ask_depth_trend,>=1.106,f_cvd_30s,>=296.4,36,2,0.0556,0.5,0.0154,0.1814,0.14
0.1,f_ask_depth_trend,<0.8085,f_cvd_60s,<-8832,36,5,0.1389,1.26,0.0608,0.2866,0.55
0.1,f_ask_depth_trend,<0.8085,f_cvd_60s,[-8832,-2799),39,2,0.0513,0.47,0.0142,0.1689,0.13
0.1,f_ask_depth_trend,<0.8085,f_cvd_60s,>=74.5,34,0,0.0,0.0,0.0,0.1015,0.0
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_60s,<-8832,35,5,0.1429,1.3,0.0626,0.2938,0.57
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_60s,[-8832,-2799),35,4,0.1143,1.04,0.0454,0.2595,0.41
0.1,f_ask_depth_trend,[0.8085,1),f_cvd_60s,[-2799,74.5),35,5,0.1429,1.3,0.0626,0.2938,0.57
0.1,f_ask_depth_trend,[1,1.106),f_cvd_60s,<-8832,32,6,0.1875,1.7,0.0889,0.3531,0.81
0.1,f_ask_depth_trend,[1,1.106),f_cvd_60s,[-8832,-2799),30,4,0.1333,1.21,0.0531,0.2968,0.48
0.1,f_ask_depth_trend,[1,1.106),f_cvd_60s,[-2799,74.5),39,4,0.1026,0.93,0.0406,0.2358,0.37
0.1,f_ask_depth_trend,[1,1.106),f_cvd_60s,>=74.5,34,4,0.1176,1.07,0.0467,0.2662,0.42
0.1,f_ask_depth_trend,>=1.106,f_cvd_60s,<-8832,31,4,0.129,1.17,0.0513,0.2885,0.47
0.1,f_ask_depth_trend,>=1.106,f_cvd_60s,[-2799,74.5),35,4,0.1143,1.04,0.0454,0.2595,0.41
0.1,f_ask_depth_trend,>=1.106,f_cvd_60s,>=74.5,40,2,0.05,0.45,0.0138,0.165,0.13
0.1,f_ask_depth_trend,<0.8085,f_fear_greed,[31,39),30,3,0.1,0.91,0.0346,0.2562,0.31
0.1,f_ask_depth_trend,<0.8085,f_fear_greed,[39,46),35,3,0.0857,0.78,0.0296,0.2238,0.27
0.1,f_ask_depth_trend,<0.8085,f_fear_greed,>=46,55,3,0.0545,0.49,0.0187,0.1485,0.17
0.1,f_ask_depth_trend,[0.8085,1),f_fear_greed,[31,39),40,5,0.125,1.13,0.0546,0.2611,0.5
0.1,f_ask_depth_trend,[0.8085,1),f_fear_greed,[39,46),49,5,0.102,0.93,0.0444,0.2176,0.4
0.1,f_ask_depth_trend,[0.8085,1),f_fear_greed,>=46,30,6,0.2,1.81,0.095,0.3731,0.86
0.1,f_ask_depth_trend,[1,1.106),f_fear_greed,[31,39),37,5,0.1351,1.23,0.0591,0.2798,0.54
0.1,f_ask_depth_trend,[1,1.106),f_fear_greed,[39,46),46,6,0.1304,1.18,0.0612,0.2567,0.55
0.1,f_ask_depth_trend,[1,1.106),f_fear_greed,>=46,35,2,0.0571,0.52,0.0158,0.1861,0.14
0.1,f_ask_depth_trend,>=1.106,f_fear_greed,[39,46),32,1,0.0312,0.28,0.0055,0.1574,0.05
0.1,f_ask_depth_trend,>=1.106,f_fear_greed,>=46,59,3,0.0508,0.46,0.0174,0.1392,0.16
0.1,f_ask_depth_trend,<0.8085,f_first_signal_today,f_first_signal_today=F,128,10,0.0781,0.71,0.043,0.1378,0.39
0.1,f_ask_depth_trend,[0.8085,1),f_first_signal_today,f_first_signal_today=F,122,15,0.123,1.11,0.0759,0.193,0.69
0.1,f_ask_depth_trend,[1,1.106),f_first_signal_today,f_first_signal_today=F,124,14,0.1129,1.02,0.0685,0.1806,0.62
0.1,f_ask_depth_trend,>=1.106,f_first_signal_today,f_first_signal_today=F,129,13,0.1008,0.91,0.0598,0.1648,0.54
0.1,f_ask_depth_trend,<0.8085,f_higher_lows_3m,f_higher_lows_3m=F,34,4,0.1176,1.07,0.0467,0.2662,0.42
0.1,f_ask_depth_trend,<0.8085,f_higher_lows_3m,f_higher_lows_3m=T,100,7,0.07,0.63,0.0343,0.1375,0.31
0.1,f_ask_depth_trend,[0.8085,1),f_higher_lows_3m,f_higher_lows_3m=F,36,8,0.2222,2.02,0.1172,0.3809,1.06
0.1,f_ask_depth_trend,[0.8085,1),f_higher_lows_3m,f_higher_lows_3m=T,95,9,0.0947,0.86,0.0506,0.1703,0.46
0.1,f_ask_depth_trend,[1,1.106),f_higher_lows_3m,f_higher_lows_3m=F,34,6,0.1765,1.6,0.0835,0.3351,0.76
0.1,f_ask_depth_trend,[1,1.106),f_higher_lows_3m,f_higher_lows_3m=T,101,12,0.1188,1.08,0.0693,0.1963,0.63
0.1,f_ask_depth_trend,>=1.106,f_higher_lows_3m,f_higher_lows_3m=F,36,8,0.2222,2.02,0.1172,0.3809,1.06
0.1,f_ask_depth_trend,>=1.106,f_higher_lows_3m,f_higher_lows_3m=T,99,5,0.0505,0.46,0.0218,0.1128,0.2
0.1,f_ask_depth_trend,<0.8085,f_large_trade_pct_60s,>=0,134,11,0.0821,0.74,0.0465,0.141,0.42
0.1,f_ask_depth_trend,[0.8085,1),f_large_trade_pct_60s,>=0,131,17,0.1298,1.18,0.0826,0.198,0.75
0.1,f_ask_depth_trend,[1,1.106),f_large_trade_pct_60s,>=0,135,18,0.1333,1.21,0.086,0.2009,0.78
0.1,f_ask_depth_trend,>=1.106,f_large_trade_pct_60s,>=0,135,13,0.0963,0.87,0.0571,0.1578,0.52
0.1,f_ask_depth_trend,<0.8085,f_market_breadth_5m,[3,4),38,2,0.0526,0.48,0.0146,0.1729,0.13
0.1,f_ask_depth_trend,<0.8085,f_market_breadth_5m,>=4,58,4,0.069,0.63,0.0271,0.1643,0.25
0.1,f_ask_depth_trend,[0.8085,1),f_market_breadth_5m,>=4,59,6,0.1017,0.92,0.0474,0.2046,0.43
0.1,f_ask_depth_trend,[1,1.106),f_market_breadth_5m,[3,4),31,5,0.1613,1.46,0.0709,0.3263,0.64
0.1,f_ask_depth_trend,[1,1.106),f_market_breadth_5m,>=4,55,7,0.1273,1.15,0.063,0.2402,0.57
0.1,f_ask_depth_trend,>=1.106,f_market_breadth_5m,[2,3),30,3,0.1,0.91,0.0346,0.2562,0.31
0.1,f_ask_depth_trend,>=1.106,f_market_breadth_5m,[3,4),33,4,0.1212,1.1,0.0482,0.2733,0.44
0.1,f_ask_depth_trend,>=1.106,f_market_breadth_5m,>=4,50,4,0.08,0.73,0.0315,0.1884,0.29
0.1,f_ask_depth_trend,<0.8085,f_rank_60s,[1,2),72,8,0.1111,1.01,0.0574,0.2042,0.52
0.1,f_ask_depth_trend,<0.8085,f_rank_60s,>=2,62,3,0.0484,0.44,0.0166,0.1329,0.15
0.1,f_ask_depth_trend,[0.8085,1),f_rank_60s,[1,2),74,12,0.1622,1.47,0.0953,0.2624,0.86
0.1,f_ask_depth_trend,[0.8085,1),f_rank_60s,>=2,57,5,0.0877,0.8,0.0381,0.1895,0.35
0.1,f_ask_depth_trend,[1,1.106),f_rank_60s,[1,2),78,11,0.141,1.28,0.0806,0.2351,0.73
0.1,f_ask_depth_trend,[1,1.106),f_rank_60s,>=2,57,7,0.1228,1.11,0.0608,0.2325,0.55
0.1,f_ask_depth_trend,>=1.106,f_rank_60s,[1,2),84,8,0.0952,0.86,0.0491,0.1768,0.44
0.1,f_ask_depth_trend,>=1.106,f_rank_60s,>=2,51,5,0.098,0.89,0.0426,0.2098,0.39
0.1,f_ask_depth_trend,<0.8085,f_ret_24h,[0.2853,0.451),34,2,0.0588,0.53,0.0163,0.1909,0.15
0.1,f_ask_depth_trend,<0.8085,f_ret_24h,[0.451,0.6932),36,4,0.1111,1.01,0.0441,0.2532,0.4
0.1,f_ask_depth_trend,<0.8085,f_ret_24h,>=0.6932,35,1,0.0286,0.26,0.0051,0.1453,0.05
0.1,f_ask_depth_trend,[0.8085,1),f_ret_24h,<0.2853,36,5,0.1389,1.26,0.0608,0.2866,0.55
0.1,f_ask_depth_trend,[0.8085,1),f_ret_24h,[0.2853,0.451),31,5,0.1613,1.46,0.0709,0.3263,0.64
0.1,f_ask_depth_trend,[0.8085,1),f_ret_24h,[0.451,0.6932),34,4,0.1176,1.07,0.0467,0.2662,0.42
0.1,f_ask_depth_trend,[0.8085,1),f_ret_24h,>=0.6932,30,3,0.1,0.91,0.0346,0.2562,0.31
0.1,f_ask_depth_trend,[1,1.106),f_ret_24h,<0.2853,37,6,0.1622,1.47,0.0765,0.3114,0.69
0.1,f_ask_depth_trend,[1,1.106),f_ret_24h,[0.2853,0.451),36,4,0.1111,1.01,0.0441,0.2532,0.4
0.1,f_ask_depth_trend,[1,1.106),f_ret_24h,[0.451,0.6932),33,7,0.2121,1.92,0.1068,0.3775,0.97
0.1,f_ask_depth_trend,>=1.106,f_ret_24h,<0.2853,32,4,0.125,1.13,0.0497,0.2807,0.45
0.1,f_ask_depth_trend,>=1.106,f_ret_24h,[0.2853,0.451),32,4,0.125,1.13,0.0497,0.2807,0.45
0.1,f_ask_depth_trend,>=1.106,f_ret_24h,[0.451,0.6932),31,1,0.0323,0.29,0.0057,0.1619,0.05
0.1,f_ask_depth_trend,>=1.106,f_ret_24h,>=0.6932,40,4,0.1,0.91,0.0396,0.2305,0.36
0.1,f_ask_depth_trend,<0.8085,f_secs_since_onset,<4.65,36,5,0.1389,1.26,0.0608,0.2866,0.55
0.1,f_ask_depth_trend,<0.8085,f_secs_since_onset,[4.65,18.3),37,3,0.0811,0.74,0.028,0.213,0.25
0.1,f_ask_depth_trend,<0.8085,f_secs_since_onset,[18.3,57.4),33,2,0.0606,0.55,0.0168,0.1961,0.15
0.1,f_ask_depth_trend,[0.8085,1),f_secs_since_onset,[4.65,18.3),30,3,0.1,0.91,0.0346,0.2562,0.31
0.1,f_ask_depth_trend,[0.8085,1),f_secs_since_onset,[18.3,57.4),30,6,0.2,1.81,0.095,0.3731,0.86
0.1,f_ask_depth_trend,[0.8085,1),f_secs_since_onset,>=57.4,43,4,0.093,0.84,0.0368,0.216,0.33
0.1,f_ask_depth_trend,[1,1.106),f_secs_since_onset,[4.65,18.3),33,6,0.1818,1.65,0.0861,0.3439,0.78
0.1,f_ask_depth_trend,[1,1.106),f_secs_since_onset,[18.3,57.4),40,3,0.075,0.68,0.0258,0.1986,0.23
0.1,f_ask_depth_trend,[1,1.106),f_secs_since_onset,>=57.4,36,3,0.0833,0.76,0.0287,0.2183,0.26
0.1,f_ask_depth_trend,>=1.106,f_secs_since_onset,<4.65,44,5,0.1136,1.03,0.0495,0.2398,0.45
0.1,f_ask_depth_trend,>=1.106,f_secs_since_onset,[4.65,18.3),32,2,0.0625,0.57,0.0173,0.2015,0.16
0.1,f_ask_depth_trend,>=1.106,f_secs_since_onset,[18.3,57.4),32,4,0.125,1.13,0.0497,0.2807,0.45
0.1,f_ask_depth_trend,<0.8085,f_signals_1h,<5,35,4,0.1143,1.04,0.0454,0.2595,0.41
0.1,f_ask_depth_trend,<0.8085,f_signals_1h,[5,8),34,3,0.0882,0.8,0.0305,0.2296,0.28
0.1,f_ask_depth_trend,<0.8085,f_signals_1h,[8,12),30,2,0.0667,0.6,0.0185,0.2132,0.17
0.1,f_ask_depth_trend,<0.8085,f_signals_1h,>=12,35,2,0.0571,0.52,0.0158,0.1861,0.14
0.1,f_ask_depth_trend,[0.8085,1),f_signals_1h,<5,32,4,0.125,1.13,0.0497,0.2807,0.45
0.1,f_ask_depth_trend,[0.8085,1),f_signals_1h,[8,12),39,6,0.1538,1.4,0.0725,0.2973,0.66
0.1,f_ask_depth_trend,[0.8085,1),f_signals_1h,>=12,33,5,0.1515,1.37,0.0665,0.3092,0.6
0.1,f_ask_depth_trend,[1,1.106),f_signals_1h,<5,31,5,0.1613,1.46,0.0709,0.3263,0.64
0.1,f_ask_depth_trend,[1,1.106),f_signals_1h,[5,8),36,5,0.1389,1.26,0.0608,0.2866,0.55
0.1,f_ask_depth_trend,[1,1.106),f_signals_1h,[8,12),42,6,0.1429,1.3,0.0672,0.2784,0.61
0.1,f_ask_depth_trend,>=1.106,f_signals_1h,[5,8),32,4,0.125,1.13,0.0497,0.2807,0.45
0.1,f_ask_depth_trend,>=1.106,f_signals_1h,[8,12),32,2,0.0625,0.57,0.0173,0.2015,0.16
0.1,f_ask_depth_trend,>=1.106,f_signals_1h,>=12,44,6,0.1364,1.24,0.064,0.2671,0.58
0.1,f_ask_depth_trend,<0.8085,f_signals_24h,<9,40,5,0.125,1.13,0.0546,0.2611,0.5
0.1,f_ask_depth_trend,<0.8085,f_signals_24h,[9,23),33,3,0.0909,0.82,0.0314,0.2357,0.28
0.1,f_ask_depth_trend,<0.8085,f_signals_24h,>=49.5,32,1,0.0312,0.28,0.0055,0.1574,0.05
0.1,f_ask_depth_trend,[0.8085,1),f_signals_24h,[9,23),32,4,0.125,1.13,0.0497,0.2807,0.45
